rcn,code,title,language
702446,JTI-CS2-2017-CFP06-AIR-02-46,Auto testing technologies and more automated factories for Aircraft validation test process,en
665151,GARRI-2-2015,Responsible Research and Innovation in industrial context,en
705067,IBA-SC6-Near-2020,Centres/Networks of European research and innovation: follow-up of the NearUS action,en
705066,IBA-SC6-CEBRABIC-2020,Centres/Networks of European research and innovation: follow-up of the CEBRABIC action,en
705070,SWFS-Prize-2020,EU Prize for Women Innovators,en
705069,IBA-ERC-VPRES-SUP-20,Support to the Vice-Chairs,en
705068,IBA-SC6-ERICENA-2020,Centres/Networks of European research and innovation: follow-up of the ERICENA action,en
705050,Prize-Innovation-SOFT-2020,SOFT Innovation Prize,en
702021,EE-15-2017,Increasing capacities for actual implementation of energy efficiency measures in industry and services,en
701850,CO-CREATION-07-2017,"Towards a new growth strategy in Europe - Improved economic and social measurement, data and official statistics",en
700292,WIDESPREAD-02-2016,Support to JPI Urban Europe,en
664576,SC5-04-2015,Improving the air quality and reducing the carbon footprint of European cities,en
700124,LCE-36-2016-2017,Support to the energy stakeholders to contribute to the SET-Plan,en
664893,MG-2.2-2014,Smart Rail Services,en
702334,S2R-CFM-CCA-01-2017,Improving railway services for users and operators,en
702272,JTI-CS2-2016-CFP04-ENG-02-05,Substitution of Chromium(VI)-based substances for corrosion protection of Aluminum- and Magnesium alloys,en
700361,REV-INEQUAL-06-2016,Tackling inequalities at their roots: new policies for fairness in education from early age,en
700114,BBI.VC1.R3-2015,Bio-based functional molecules for coating and surface treatment,en
700407,SC1-HCO-15-2016,EU eHealth Interoperability conformity assessment,en
699931,BBI.VC2.F2,Valorisation of cellulose into new added value products,en
703670,IBA-LEIT-NMBP-Finnish-Presidency-2018,Presidency event (conference) in Finland: Sustainable Smart Manufacturing,en
703990,IBA-SC6-AUSTRIA-2018,Presidency events - Austria,en
703490,S2R-CFM-CCA-01-2018,Virtual certification & smart planning,en
700129,S2R-CFM-IP1-01-2016,Development of concepts towards the next generation of traction systems and management of wheel/rail adhesion,en
700127,S2R-CFM-IP1-02-2016,"Development of new technological concepts, standard specifications and architectures for train control and monitoring, with specific applications in train-to-ground communications and high safety electronic control of brakes",en
704482,S2R-CFM-IP1-02-2018,Implementing new technologies for the TCMS,en
665277,Health,Health,en
700200,S2R-CFM-CCA-01-2015,Start-up activities for System Platform Demonstrator Integrated Assessment and socio-economic effects,en
664885,MG-1.3-2014,Seamless air mobility,en
664734,SFS-07a-2014,Traditional resources for agricultural diversity and the food chain,en
665190,PHC-19-2014,Advancing active and healthy ageing with ICT: service robotics within assisted living environments,en
664980,INT-04-2015,The European Union's contribution to global development: in search of greater policy coherence,en
704037,JTI-CS2-2018-CfP09-SYS-01-11,Machine learning to detect Cyber intrusion and anomalies,en
703107,SC1-BHC-26-2018,HTA research to support evidence-based healthcare,en
703684,LC-BAT-7-2019,Network of Li-ion cell pilot lines,en
702318,SwafS-27-2017,Implementing a European Train-the-trainers initiative with regard to Ethics and Research Integrity,en
703022,MG-2-1-2018,Human Factors in Transport Safety,en
702902,NMBP-22-2018,Osteoarticular tissues regeneration (RIA),en
702799,IMI2-2017-12-06,Discovery and characterisation of blood-brain barrier targets and transport mechanisms for brain delivery of therapeutics to treat neurodegenerative & metabolic diseases,en
702772,BBI.2017.D5,Advanced bio-based fibres and materials for large-volume applications,en
702315,ICT-41-2017,Next Generation Internet,en
702007,LCE-29-2017,"CCS in industry, including Bio-CCS",en
701803,NMBP-31-2017,Presidency events,en
700850,FCH-02-4-2016,Co-generation of hydrogen and electricity with high-temperature fuel cells,en
702046,IMI2-2015-06-01,Development of Quantitative System Toxicology (QST) approaches to improve the understanding of the safety of new medicines,en
700515,SFS-09-2016,Spotlight on critical outbreak of pests: the case of Xylella fastidiosa,en
701953,INFRAINNOV-01-2017,Fostering co-innovation for future detection and imaging technologies,en
701861,SwafS-12-2017,Webs of Innovation Value Chains and Openings for RRI,en
699950,FCH-02.1-2015,Improved electrolysis for Off-grid Hydrogen production,en
704373,CE-SFS-39-2019,High-quality organic fertilisers from biogas digestate,en
700422,ICT-35-2016,Enabling responsible ICT-related research and innovation,en
702596,FCH-02-2-2017,Game changer High Temperature Steam Electrolysers,en
704385,SFS-12-2019,A vaccine against African swine fever,en
704503,FCH-04-1-2018,PNR for safety of hydrogen driven vehicles and transport through tunnels and similar confined spaces,en
704469,JTI-CS2-2017-CfP07-SYS-02-39,Development of a High Voltage Lithium Battery,en
701972,WIDESPREAD-04-2017,Teaming Phase 1,en
703806,SC1-DTH-10-2019-2020,Digital health and care services,en
703722,JTI-CS2-2018-CFP09-LPA-03-18,Safe emergency trajectory generator,en
702443,JTI-CS2-2017-CFP06-AIR-02-42,Lay-up tools for net-shape AFP-manufacturing of geometrically complex helicopter sideshell sandwich-panels,en
664692,EE-15-2014,Ensuring effective implementation of EU product efficiency legislation,en
665120,BES-09-2014,Supply Chain Security topic 2: Technologies for inspections of large volume freight,en
664687,EE-10-2014,Consumer engagement for sustainable energy,en
665203,PHC-32-2014,Advancing bioinformatics to meet biomedical and clinical needs,en
665005,NMP-05-2014,Industrial-scale production of nanomaterials for printing applications,en
704201,IBA-SC3-energy-2018,Support for a Member Statesâ concerted market surveillance action on EU product energy efficiency legislation,en
703505,FCH-02-7-2018,Efficient and cost-optimised biogas-based co-generation by high-temperature fuel cells,en
703501,FCH-02-3-2018,"Robust, efficient long term remote power supply",en
703255,LC-SC3-RES-13-2018,Demonstrate solutions that significantly reduce the cost of renewable power generation,en
702386,SESAR-VLD1-09-2016,Solutions for General Aviation and Rotorcraft,en
702119,NFRP-4,Research on the safety of small modular reactors,en
700904,JTI-CS2-2016-CFP03-FRC-01-10,Next Generation Fuel Storage System,en
700513,SESAR.IR-VLD.Wave1-03-2015,Validation and Demonstration Engineering,en
665207,HCO-02-2014,Joint programming: Co-ordination action for the joint programming initiative (JPI) 'more years better lives the challenges and opportunities of demographic change',en
704500,FCH-02-2-2018,Demonstration of large-scale steam electrolyser system in industrial market,en
704506,FCH-04-3-2018,Accelerated Stress Testing (AST) protocols for Solid Oxide Cells (SOC),en
704498,FCH-01-6-2018,Game changer fuel cell stack for automotive applications,en
701774,SEC-03-DRS-2016,Validation of biological toxins measurements after an incident: Development of tools and procedures for quality control,en
700828,FCH-02-5-2016,"Advanced monitoring, diagnostics and lifetime estimation for stationary SOFC stacks and modules",en
703506,FCH-02-8-2018,"Waste-stream based power balancing plants with high efficiency, high flexibility and power-to-X capability",en
703721,JTI-CS2-2018-CFP09-LPA-03-17,Audio Communication Manager for Disruptive Cockpit demonstrator,en
703711,JTI-CS2-2018-CfP09-LPA-01-66,"Shielding/High-lift composite thermoplastic flap manufacturing, tool design and manufacturing & process definition",en
704038,JTI-CS2-2018-CfP09-SYS-03-21,Aircraft wing architecture optimal assembly,en
704039,JTI-CS2-2018-CfP09-SYS-03-22,Virtual Testing Based Certification,en
704027,JTI-CS2-2018-CfP09-LPA-01-67,UHBR Installed Advanced Nacelle Optimisation and Evaluation Close Coupled to Wing,en
704028,JTI-CS2-2018-CfP09-LPA-01-68,Non-Intrusive Flow Field Measurement within a UHBR Intake,en
704026,JTI-CS2-2018-CfP09-LPA-01-63,Rear End Aerodynamic and Aeroelastic Studies,en
703272,LC-SC3-NZE-1-2018,Advanced CO2 capture technologies,en
703755,RUR-13-2018,Enabling the farm advisor community to prepare farmers for the digital age,en
703710,JTI-CS2-2018-CfP09-LPA-01-65,"Development of System pipework and Tooling for Sub-Assembly, Final-Assembly of the HLFC-wing Prototype",en
703707,JTI-CS2-2018-CfP09-LPA-01-62,Rear End Structural Test Program â Component & Subcomponent  tests,en
703750,JTI-CS2-2018-CfP09-SYS-03-20,"Demonstration and test of low-loss, high reliability, high speed, bearing-relief generators",en
703745,JTI-CS2-2018-CfP09-SYS-02-57,Complex cores for CFRP primary structural products manufactured with high pressure RTM,en
703744,JTI-CS2-2018-CfP09-SYS-01-13,Camera-based smart sensing system for cabin readiness,en
703743,JTI-CS2-2018-CfP09-SYS-01-14,Multi-Material Thermoplastic high pressure Nitrogen Tanks for Aircrafts,en
703715,JTI-CS2-2018-CfP09-LPA-01-70,Assessment of arc tracking hazards in high voltage aerospace systems,en
701993,LCE-11-2017,Near-to-market solutions for reducing the water consumption of CSP Plants,en
702238,JTI-CS2-2016-CFP04-LPA-01-25,Smart amplifier and a control box for fluidic actuators,en
664952,NFRP-14-2014,Regional initiative aiming at nuclear research and training capacity building,en
665154,GARRI-5-2014,Ethics in Research: Promoting Integrity,en
665150,GARRI-1-2014,Fostering RRI uptake in current research and innovations systems,en
664707,EE-15-2015,Ensuring effective implementation of EU product efficiency legislation,en
664742,SFS-11b-2015,Consolidating the environmental sustainability of European aquaculture,en
664627,INFRASUPP-2-2015,Innovative procurement pilot action in the field of scientific instrumentation,en
664617,EINFRA-1-2014,"Managing, preserving and computing with big research data",en
704025,JTI-CS2-2018-CfP09-LPA-01-64,Rear End Structural Test Program - Low level tests,en
703408,JTI-CS2-2017-CfP07-AIR-02-55,Thermal conductive coating providing self-limitation of heating power at a selected temperature level,en
702280,JTI-CS2-2016-CFP04-SYS-01-03,Very high brightness & compact full color display for next generation eyes-out cockpit products,en
700888,JTI-CS2-2016-CFP03-SYS-02-19,Eco Design: Composite functionalization: thermal and electrical conductivity,en
702279,JTI-CS2-2016-CFP04-ENG-04-06,Engine Control System,en
702050,IMI2-2015-06-02,"Establishing impact of RSV infection, resultant disease and public health approach to reducing the consequences",en
702173,IBA-Energy-EED-2016-2017,Concerted Action EED: support to Member States and participating countries for the implementation of the Energy Efficiency Directive,en
700784,PILOTS-01-2016,Pilot lines for manufacturing of materials with customized thermal/electrical conductivity properties,en
699932,FCH-01.5-2015,Develop technologies for achieving competitive solutions for APU transport applications based on existing technology,en
699984,JTI-CS2-2015-CFP02-LPA-01-07,"Design, test and manufacturing of robust fluidic actuators",en
700420,S2R-OC-IP5-01-2015,Freight Automation on lines and in yards,en
665095,DRS-22-2015,Ethical/Societal Dimension topic 3: Impact of climate change in third countries on Europe's security,en
665040,FoF-01-2014,Process optimisation of manufacturing assets,en
664695,EE-19-2014,Improving the financeability and attractiveness of sustainable energy investments,en
665094,DRS-21-2014,"Ethical/Societal Dimension topic 2: Better understanding the links between culture, risk perception and disaster management",en
665104,FCT-09-2015,Law Enfocement capabilities topic 5: Identity Management,en
665018,NMP-18-2014,Materials solutions for use in the creative industry sector,en
664899,MG-3.5a-2014,"Cooperative ITS for safe, congestion-free and sustainable mobility",en
664740,SFS-10b-2015,Scientific basis and tools for preventing and mitigating farmed mollusc diseases,en
705049,IBA-Energy-IEA-2019,Contribution to the IEA & Energy Transition Support,en
705047,ERC-2020-COG,ERC CONSOLIDATOR GRANTS,en
703752,JTI-CS2-2018-CfP09-TE2-01-09,Environmental regulations and policies,en
704035,JTI-CS2-2018-CFP09-AIR-02-69,Biphasic Heat Transport Integration for Efficient Heat Exchange within Composite materials Nacelle,en
